company,type,address,price,sq_meter_price,area,n_rooms,floor,build_year,market
Dobra Oferta Pro,Mieszkanie,"Gdañsk Matarnia - Rêbiechowo, Podchor¹¿ych",1030000,10000,103,4,1,1992,wtórny
Invest Nieruchomoœci,Dom wolnostoj¹cy,Nowa Wieœ Lêborska,560000,2947,190,7,0,2000,wtórny
Estate Polska,Mieszkanie,"Sopot Górny Sopot, Niepodleg³oœci",375000,11628,32.25,1,0,1978,wtórny
Plus Trójmiasto Nieruchomoœci,Mieszkanie,"Gdañsk Wrzeszcz, Grunwaldzka",595000,7503,79.30,2,1,1955,wtórny
Dobra Oferta Pro,Mieszkanie,"Gdañsk Wrzeszcz, Henryka Sienkiewicza",770000,9943,77.44,3,2,1936,wtórny
Dom & House,Dom wolnostoj¹cy,"Jastrzêbia Góra, Nad Potokiem",1950000,3980,490,8,0,0,wtórny
Bonus Nieruchomoœci,Mieszkanie,"Gdañsk Osowa, Kozioro¿ca",669000,6294,106.30,4,1,1988,wtórny
Koloseum Nieruchomoœci,Mieszkanie,"Gdynia Oksywie, Nasypowa",405000,6982.76,58,4,2,2020,wtórny
,Mieszkanie,Gdañsk ¯abianka,620000,9841.27,63,4,1,1973,wtórny
Domus,Mieszkanie,"Gdañsk Osowa, Hermesa",625000,5787,108,4,2,2002,wtórny
Tyszkiewicz - Nieruchomoœci,Dom wolnostoj¹cy,"Gdañsk Osowa, Kielnieñska",760000,2331,326,8,0,1939,wtórny
Pepper House,Mieszkanie,"Gdynia Ob³u¿e, Stolarska",310000,7848.10,39.50,2,0,1980,wtórny
Property,Mieszkanie,Gdañsk Che³m,570000,8976.38,63.50,3,0,1970,wtórny
,Mieszkanie,"Pogórze, Czarnieckiego 16",560000,8484.85,66,3,0,2012,wtórny
Property,Mieszkanie,Gdynia Chylonia,265000,7010.58,37.80,2,10,1970,wtórny
Koloseum Nieruchomoœci,Mieszkanie,"Wejherowski Rumia, Xxx",1990000,5605.63,355,10,0,0,wtórny
,Dom szeregowy,"Rotmanka, Cisowa 21",590000,2201.49,268,10,0,2002,wtórny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,"Gdañsk Przymorze, Lêborska",585000,8503,68.80,4,4,1979,wtórny
Pepper House,Mieszkanie,"Wejherowo, 12 Marca",219999,2976.98,73.90,4,1,1908,wtórny
Artflat Nieruchomoœci,Mieszkanie,"Dêbogórze, Sezamkowa",480000,7500,64,3,1,2014,wtórny
Vitalia Boczkowski&Stalka,Mieszkanie,"Kartuzy, Os. Gen. Józefa Wybickiego",209999,6069.34,34.60,2,2,1975,wtórny
U¿lis Nieruchomoœci,Mieszkanie,Starogard Gdañski,190000,4758.33,39.93,2,4,0,wtórny
Koloseum Nieruchomoœci,Mieszkanie,"Gdynia Red³owo, Red³owska",718000,9447.37,76,4,1,2000,wtórny
Dobra Oferta Pro,Mieszkanie,Gdañsk Letnica,790000,12344,64,3,16,2021,wtórny
Partner House,Mieszkanie,"Gdañsk Morena, Prof. Stefana Myczkowskiego",419000,8551.02,49,2,4,1991,wtórny
,Mieszkanie,"Gdañsk Przymorze, Obroñców Wybrze¿a",589000,12804.35,46,2,9,2005,wtórny
Vitalia Boczkowski&Stalka,Mieszkanie,"Gdañsk, Ma³omiejska",289000,7983.43,36.20,1,0,0,wtórny
Dobra Oferta Pro,Mieszkanie,Gdañsk Letnica,670000,11951,56.06,3,16,2021,wtórny
Dobra Oferta Pro,Mieszkanie,"Gdañsk Przymorze, Ch³opska",439000,12194,36,2,4,1986,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Maækowy, Pastelowa",275000,7609.30,36.14,2,0,2020,wtórny
GR Nieruchomoœci,Mieszkanie,"Gdañsk Biskupia Górka, Na Stoku",460000,6866,67,3,1,1900,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Stare Przedmieœcie, Kotwiczników",800000,18678,42.83,2,2,2019,wtórny
Filar nieruchomoœci,Dom,Gdynia Dzia³ki Leœne,3200000,19277.11,166,5,0,0,wtórny
Dom Hunter,Dom,Gdañsk Ujeœcisko,1149900,8845,130,4,0,2018,wtórny
U¿lis Nieruchomoœci,Mieszkanie,"Tczew, Czy¿ykowska",369000,5905,62.49,3,0,0,wtórny
GR Nieruchomoœci,Mieszkanie,"Koœcierzyna, Cypriana Kamila Norwida",398000,5686,70,3,0,1989,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Przymorze, Prezydenta Lecha Kaczyñskiego",799000,15527,51.46,2,10,2022,wtórny
Aspect Nieruchomoœci,Mieszkanie,Malbork,428000,5350,80,3,2,2000,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdynia Ma³y Kack, Wzgórze Bernadowo",915000,9242,99,3,2,1997,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Ogarna",739000,18365,40.24,2,2,1955,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Wrzeszcz, Grunwaldzka",820000,7664,107,4,1,1910,wtórny
,Mieszkanie,"Gdañsk Kie³pinek, Sympatyczna",540000,8530.81,63.30,3,0,2008,wtórny
Dom & House,Dom wolnostoj¹cy,Otomin,2650000,4417,600,9,0,2009,wtórny
Ratajczak Nieruchomoœci,Mieszkanie,"Wejherowo, Janusza Kusociñskiego",359000,5982,60.01,3,1,1985,wtórny
Ratajczak Nieruchomoœci,Mieszkanie,"Sopot Dolny Sopot, Kazimierza Wielkiego",600000,15064,39.83,2,2,1960,wtórny
Dom & House,Mieszkanie,"Gdañsk BrzeŸno, Nadmorski Dwór",2420000,19298,125.40,4,2,2012,wtórny
Muskat & Wicher Nieruchomoœci,Dom,"Gdañsk Siedlce, Ojcowska",1199000,7494,160,4,0,0,wtórny
Home4.pl Nieruchomoœci,Mieszkanie,Gdañsk Przymorze,660000,12692,52,2,0,0,wtórny
,Mieszkanie,"Tczew Nowe Rokitki tczewskie, Wiœniowa",449000,6236.11,72,4,0,2020,wtórny
MARGO Nieruchomoœci,Dom bliŸniak,"Gdynia Or³owo, ¯mudzka",1300000,4248.37,306,8,0,1955,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk BrzeŸno, Gen. Józefa Hallera",1700000,21250,80,4,12,2019,wtórny
Biuro Nieruchomoœci PROFESJONALISTA,Mieszkanie,"Gdynia Dzia³ki Leœne, Pomorska",440000,8577,51.30,2,1,1960,wtórny
Radomski Nieruchomoœci,Mieszkanie,"Gdañsk Przymorze, Rzeczypospolitej",660000,12692.31,52,2,0,2015,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Morena, Ferdynanda Magellana",725000,9577,75.70,4,1,2009,wtórny
Pasja Nieruchomoœci Gdañsk,Mieszkanie,"Gdañsk Morena, Myczkowskiego",419000,8551.02,49,2,4,1991,wtórny
,Mieszkanie,"Tczew Nowe Miasto, Saperska",230000,5750,40,2,4,1970,wtórny
,Mieszkanie,"Tczew Stare Miasto, £azienna",300000,4576.66,65.55,3,3,1960,wtórny
Biuro Nieruchomoœci PROFESJONALISTA,Mieszkanie,"Gdynia Dzia³ki Leœne, Warszawska",540000,8571.43,63,3,2,1960,wtórny
Biuro Nieruchomoœci PROFESJONALISTA,Mieszkanie,"Gdynia Grabówek, Kaczmarskiego Jacka",520000,10216.11,50.90,2,3,2007,wtórny
Dobry Poœrednik Nieruchomoœci,Mieszkanie,"Sopot Górny Sopot, 23 Marca",299900,18743.75,16,1,7,1970,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Jasieñ, Ba¿antowa",338500,11179,30.28,1,0,2015,wtórny
,Mieszkanie,"Gdañsk Jasieñ, Alfonsa Flisykowskiego 1",439000,7811.39,56.20,3,4,2019,wtórny
Skowroñski Nieruchomoœci,Mieszkanie,"Gdynia Kamienna Góra, Pi³sudskiego Józefa",597000,10516.12,56.77,2,0,1960,wtórny
Magic House,Mieszkanie,"Gdañsk Nowy Port, Bliska",315000,7651.20,41.17,2,1,1905,wtórny
U¿lis Nieruchomoœci,Dom wolnostoj¹cy,Szteklin,850000,7391,115,3,0,0,wtórny
Magic House,Mieszkanie,"Gdynia Ob³u¿e, Podgórska",335000,5630.25,59.50,3,7,1979,wtórny
Skowroñski Nieruchomoœci,Mieszkanie,"Gdynia Leszczynki, Dzia³dowska",635000,8569.50,74.10,3,2,2002,wtórny
Skowroñski Nieruchomoœci,Mieszkanie,"Gdynia Ob³u¿e, P³k. D¹bka",389000,5720.59,68,4,0,1974,wtórny
Skowroñski Nieruchomoœci,Mieszkanie,"Gdynia Or³owo, Wroc³awska",657000,9820.63,66.90,2,3,2007,wtórny
,Dom,Wejherowo,870000,6692.31,130,4,0,2017,wtórny
Magic House,Mieszkanie,"Gdañsk Œródmieœcie, £agiewniki",389000,9619,40.44,2,3,1950,wtórny
U¿lis Nieruchomoœci,Dom wolnostoj¹cy,Szteklin,400000,6667,60,2,0,0,wtórny
,Mieszkanie,"Gdañsk Oliwa, Grottgera",469000,11140.14,42.10,2,0,1974,wtórny
Tekton Capital,Mieszkanie,"Pogórze, Teodora Œliwiñskiego",469000,8950,52.40,3,1,2015,wtórny
,Mieszkanie,"Gdynia Or³owo, Przebendowskich",1820000,16516.93,110.19,4,0,1930,wtórny
Virtus,Mieszkanie,"Gdañsk D³ugie Ogrody, D³ugie Ogrody",645500,16504.73,39.11,2,1,2019,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Morena, Myœliwska",565000,10506,53.78,2,2,2015,wtórny
Virtus,Mieszkanie,"Gdañsk D³ugie Ogrody, D³ugie Ogrody",679500,16500.73,41.18,2,4,2020,wtórny
,Mieszkanie,"Sopot Dolny Sopot, Grunwaldzka",2199000,16410.45,134,4,3,1997,wtórny
,Mieszkanie,"Sopot Dolny Sopot, Parkowa",3130000,34777.78,90,4,1,2017,wtórny
,Mieszkanie,"Sopot Dolny Sopot, Parkowa",3750000,34722.22,108,4,1,2017,wtórny
Dom & House,Mieszkanie,"Sopot Dolny Sopot, Tadeusza Koœciuszki",1290000,14097,91.51,2,1,0,wtórny
,Mieszkanie,"Sopot dolny, Grunwaldzka",1364000,13372.55,102,3,0,1903,wtórny
,Mieszkanie,"Sopot Dolny Sopot, Grunwaldzka",1549000,13954.95,111,3,1,1904,wtórny
,Mieszkanie,"Gdañsk Oliwa, Kaprów",699000,8672.46,80.60,3,1,1910,wtórny
,Mieszkanie,"Sopot dolny, ³okietka",1049000,13448.72,78,4,0,2017,wtórny
Grupa Rapid,Mieszkanie,"Gdañsk Che³m, Henryka Hubertusa Jab³oñskiego",570000,8976,63.50,3,0,1999,wtórny
,Mieszkanie,"Sopot Dolny Sopot, Królowej Jadwigi",710000,13653.85,52,3,3,1907,wtórny
,Mieszkanie,"Sopot Górny Sopot, Armii Krajowej",905000,14140.63,64,3,2,2009,wtórny
,Dom wolnostoj¹cy,"Gdañsk Osowa, Galaktyczna",730000,2454.11,297.46,8,0,2000,wtórny
Nieruchomoœci Miros³awa Swêdrzyñska,Mieszkanie,"Gdynia Ob³u¿e, Jantarowa",410000,6356.59,64.50,3,2,2005,wtórny
,Dom szeregowy,"Gdañsk £ostowice, Kolarska",849000,4988.25,170.20,6,0,2011,wtórny
,Mieszkanie,"Gdañsk Orunia Górna, Platynowa",454000,6984.62,65,3,0,1993,wtórny
,Mieszkanie,"Gdañsk ¯abianka, Wejhera",385000,9171.03,41.98,2,4,1966,wtórny
,Mieszkanie,"Gdañsk Œródmieœcie, Œwiêtego Ducha",699000,11971.23,58.39,3,3,1955,wtórny
,Mieszkanie,"Gdañsk ¯abianka, Szyprów",479000,8870.37,54,3,2,1972,wtórny
,Dom,"Skrzeszewo, Piaskowa",299000,5025.21,59.50,2,0,2018,wtórny
,Mieszkanie,"Gdañsk Orunia , Dywizji Wo³yñskiej",429000,9031.58,47.50,2,2,1998,wtórny
,Mieszkanie,"Gdañsk Przymorze, Krzywoustego 28",546000,8995.06,60.70,3,1,1958,wtórny
Twój Broker,Dom wolnostoj¹cy,Gdañsk Oliwa,2490000,11318.18,220,7,0,1936,wtórny
Home Experts,Mieszkanie,"Gdañsk Œródmieœcie, D³uga",795000,13033,61,3,1,1955,wtórny
Mikulski Nieruchomoœci,Mieszkanie,Gdynia Karwiny,479000,8404,57,3,11,1985,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Morena, Warneñska",469000,7433,63.10,5,4,1980,wtórny
,Mieszkanie,"Sopot Centrum, Niepodleg³oœæi",900000,12000,75,3,3,1940,wtórny
Domus,Mieszkanie,"Gdañsk Przymorze, Jagielloñska",399000,10500,38,2,4,1970,wtórny
Dom & House,Mieszkanie,"Gdañsk Oliwa, Grunwaldzka",629000,9011,69.80,3,2,1910,wtórny
Mikulski Nieruchomoœci,Mieszkanie,Rumia Janowo,224000,6892.31,32.50,2,4,0,wtórny
,Mieszkanie,"Kolbudy Kowale, Apollina",390000,6842.11,57,3,1,1990,wtórny
Domus,Mieszkanie,"Gdañsk Oliwa, Cystersów",735000,9800,75,3,3,1930,wtórny
GR Nieruchomoœci,Mieszkanie,Sopot Kamienny Potok,649000,13381,48.50,2,3,1981,wtórny
Grupa Rapid,Mieszkanie,"Gdañsk Dolne Miasto, Ch³odna",649000,9271,70,3,4,1899,wtórny
Bianka - Biuro Nieruchomoœci,Dom wolnostoj¹cy,"Chmielno, Z Widokiem Na Jezioro",1450000,3625,400,5,1,1993,wtórny
,Mieszkanie,"Gdañsk Orunia, Goœcinna",60000,2142.86,28,1,0,1960,wtórny
HANNA!!! Poœrednictwo w obrocie nieruchomoœciami Hanna Lewandowska,Dom bliŸniak,"Puck, Morskiego Dywizjonu Lotniczego",450000,827.65,543.71,10,0,1870,wtórny
HANNA!!! Poœrednictwo w obrocie nieruchomoœciami Hanna Lewandowska,Mieszkanie,"Puck, Morskiego Dywizjonu Lotniczego",450000,827.65,543.71,10,0,1870,wtórny
,Mieszkanie,"Gdañsk Morena, Warneñska",469000,7444.44,63,5,4,1980,wtórny
Biuro Nieruchomoœci CASTLE,Mieszkanie,Gdañsk Orunia,280000,6181.02,45.30,2,4,1963,wtórny
Alter House,Mieszkanie,"Gdynia Œródmieœcie, Wójta Radtkego",499000,10617,47,2,1,1950,wtórny
Comfort Apartments & Properties,Dom wolnostoj¹cy,Borsk,1490000,11920,125,6,0,1995,wtórny
,Mieszkanie,"Kowale, Heliosa 1",500000,6578.95,76,3,4,2002,wtórny
Koloseum Nieruchomoœci,Mieszkanie,"Gdañsk Jasieñ, Pólnicy",725000,7795.70,93,4,4,1995,wtórny
Estate Polska,Mieszkanie,"Gdañsk Przymorze, Ch³opska",293500,9783.33,30,1,1,1966,wtórny
,Mieszkanie,"Gdynia Witomino, Niska",610000,8574.64,71.14,3,4,2003,wtórny
RUSSJAN Apartment & House,Mieszkanie,"Gdañsk Œródmieœcie, Tandeta",810000,17841,45.40,2,0,2012,wtórny
,Mieszkanie,Gdynia Wolnoœci,950000,8638.72,109.97,1,1,1932,wtórny
Home4.pl Nieruchomoœci,Mieszkanie,"Gdynia Chylonia, Wiejska",420000,7925,53,3,10,0,wtórny
,Mieszkanie,"Gdañsk ¯abianka, Wejhera",415000,10121.95,41,2,4,1966,wtórny
Koloseum Nieruchomoœci,Dom wolnostoj¹cy,Gdañsk Matemblewo,2200000,7051.28,312,6,0,2004,wtórny
Centrum Poœrednika,Mieszkanie,"Wejherowo Œmiechowo, Gen. W³adys³awa Sikorskiego",280000,6236.08,44.90,2,1,2006,wtórny
Property,Mieszkanie,Gdañsk Niedzwiednik,550000,9090.91,60.50,3,1,1990,wtórny
Dobra Oferta Pro,Mieszkanie,"Gdañsk ¯abianka, Gospody",350000,10000,35,2,9,1970,wtórny
,Mieszkanie,Gdañsk Osowa,890000,8901.78,99.98,4,2,2002,wtórny
,Mieszkanie,"Gdañsk ¯abianka, Wejhera 15",340000,14782.61,23,1,2,1976,wtórny
Home4.pl Nieruchomoœci,Mieszkanie,Gdañsk Wrzeszcz,345000,14081.63,24.50,1,4,1975,wtórny
JB Nieruchomoœci,Mieszkanie,"Gdañsk Morena, Marusarzówny",369000,7530.61,49,2,2,0,wtórny
North Hus,Mieszkanie,Sopot Sopot Dolny,550000,12222.22,45,3,2,0,wtórny
North Hus,Dom,Szemud Koleczkowo,535000,4572.65,117,4,0,2020,wtórny
North Hus,Dom,Szemud Koleczkowo,499000,4264.96,117,4,0,2020,wtórny
Invest Nieruchomoœci,Mieszkanie,"Somonino, Spó³dzielców",295000,5296.23,55.70,3,2,1990,wtórny
Dobry Poœrednik Nieruchomoœci,Mieszkanie,"Gdynia Wzgórze œw. Maksymiliana, Bp. Dominika",549000,8446,65,3,2,1954,wtórny
,Mieszkanie,"Sopot dolny, W³adys³awa IV",550000,12222.22,45,2,2,1920,wtórny
CITY Nieruchomoœci,Dom bliŸniak,"Czaple, Czaple",547000,4819,113.50,4,0,2020,wtórny
Sieciowa Agencja Nieruchomoœci,Mieszkanie,"Gdynia Demptowo, Skarbka",445500,7984,55.80,3,1,2010,wtórny
,Mieszkanie,"Gdañsk Morena, Lema 15",690000,8961.04,77,6,6,2018,wtórny
Koloseum Nieruchomoœci,Mieszkanie,"Kartuski ¯ukowo, LeŸno",1149000,4419.23,260,6,1,2010,wtórny
Goodwill & CO.,Mieszkanie,"Gdañsk Oliwa, Polanki",1499000,10707,140,6,2,1870,wtórny
Bonus Nieruchomoœci,Dom wolnostoj¹cy,Skowarcz,799000,3632,220,6,0,0,wtórny
CITY Nieruchomoœci,Mieszkanie,Skowarcz,319000,4557.14,70,3,0,2019,wtórny
Home4.pl Nieruchomoœci,Mieszkanie,Gdynia Leszczynki,420000,7778,54,3,6,1970,wtórny
,Mieszkanie,"Gdañsk ¯abianka, Gospody 18",329000,10612.90,31,1,1,1978,wtórny
Tigres Nieruchomoœci sp. z o. o.,Mieszkanie,"Gdañsk Stare Przedmieœcie, Kotwiczników",1320000,11282.05,117,5,2,2020,wtórny
Tigres Nieruchomoœci sp. z o. o.,Mieszkanie,"Gdañsk Orunia, Rubinowa",280000,6181.02,45.30,2,4,1963,wtórny
Tyszkiewicz - Nieruchomoœci,Dom wolnostoj¹cy,"Chojniczki, Pogodna",759000,2338,324.60,6,0,2018,wtórny
Dom Hunter,Mieszkanie,"Gdañsk Suchanino, Niccola Paganiniego",337000,10870.97,31,2,4,1975,wtórny
Tyszkiewicz - Nieruchomoœci,Dom,"Gdañsk Wzgórze Mickiewicza, Filomatów",990000,7734,128,4,0,1989,wtórny
Stalko Nieruchomoœci,Mieszkanie,"Gdynia D¹browa, Szafranowa",539000,7897.44,68.25,2,0,0,wtórny
Ratajczak Nieruchomoœci,Mieszkanie,"Wejherowo, Franciszka Fenikowskiego",349000,5436.14,64.20,3,3,2010,wtórny
PARTNERZY Nieruchomoœci,Dom wolnostoj¹cy,"Borkowo, Raduñska",975000,4875,200,4,0,2020,wtórny
,Mieszkanie,"Gdañsk ¯abianka, Gospody",350000,9915.01,35.30,2,9,1970,wtórny
Pepper House,Mieszkanie,"Rokitki, Tczewska",379000,5230,72.46,4,0,2019,wtórny
CITY Nieruchomoœci,Dom wolnostoj¹cy,Kosakowo,519000,4942.86,105,5,0,0,wtórny
CITY Nieruchomoœci,Dom wolnostoj¹cy,Mosty,519000,4942.86,105,5,0,0,wtórny
Port Poszukiwacze Nieruchomoœci,Mieszkanie,"Gdañsk Dolne Miasto, Stefanii Sempo³owskiej",440000,6567.16,67,3,0,0,wtórny
Dobra Oferta Pro,Mieszkanie,"Gdañsk Œródmieœcie, Œw. Ducha",549900,9998,55,3,3,1956,wtórny
Dobra Oferta Pro,Mieszkanie,"Gdañsk Oliwa, Kaprów",829000,8726,95,4,2,1920,wtórny
Magic House,Mieszkanie,"Gdañsk Dolne Miasto, Stefanii Sempo³owskiej",659000,8978.20,73.40,4,0,1934,wtórny
Biuro Nieruchomoœci VIEW,Mieszkanie,"Gdañsk Morena, Franciszka Rakoczego",26500,2120,12.50,1,0,0,wtórny
Koloseum Nieruchomoœci,Dom wolnostoj¹cy,Pucki Puck,770000,5133.33,150,5,0,2010,wtórny
Odrzywolska & Wójcik Nieruchomoœci,Mieszkanie,"Gdynia Dzia³ki Leœne, Warszawska",399000,6113.07,65.27,3,4,1992,wtórny
,Mieszkanie,"Wejherowo Nanice, Kusociñskiego",265000,4415.93,60.01,3,3,1985,wtórny
Inter Estate Nieruchomoœci,Mieszkanie,"Rotmanka, Bajki",337000,9083.56,37.10,2,0,2015,wtórny
Dobra Oferta Pro,Mieszkanie,"Gdañsk Przymorze, Ch³opska",520000,10196,51,3,4,1963,wtórny
,Mieszkanie,"Gdañsk Morena, Magellana",465000,10682.29,43.53,2,5,2011,wtórny
GR Nieruchomoœci,Dom wolnostoj¹cy,Lubieszyn,450000,1500,300,3,0,0,wtórny
,Mieszkanie,"Gdañsk Przymorze, ul. Obroñców Wybrze¿a",400000,13333.33,30,1,8,2017,wtórny
Pó³noc Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Ogarna",739800,11932.26,62,3,0,1953,wtórny
Pó³noc Nieruchomoœci,Mieszkanie,"Gdañsk Jasieñ, Stolema",468900,10193.48,46,2,0,2015,wtórny
RUSSJAN Apartment & House,Mieszkanie,"Gdynia Kamienna Góra, Józefa Korzeniowskiego",1692000,18431.37,91.80,3,1,1998,wtórny
Pó³noc Nieruchomoœci,Mieszkanie,"Gdañsk Rêbowo, Kazimierza Leskiego",528900,8489.57,62.30,3,1,2017,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdynia Dzia³ki Leœne, Warszawska",545000,8790,62,3,1,1963,wtórny
,Mieszkanie,"Gdañsk £ostowice, Olimpijska 11",279000,9300,30,1,3,2008,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdynia Karwiny, Buraczana",519000,9268,56,2,4,2011,wtórny
,Mieszkanie,"Gdañsk Zakoniczyn, Konrada Guderskiego 2",369000,7851.06,47,2,1,2008,wtórny
Prestige Apartments,Mieszkanie,"Gdañsk Przymorze, Obroñców Wybrze¿a",670000,13958,48,2,5,2018,wtórny
Biuro Nieruchomoœci PROFESJONALISTA,Mieszkanie,"Gdynia Wiczlino, Kamrowskiego",399000,8312.50,48,2,1,2006,wtórny
Pó³noc Nieruchomoœci,Mieszkanie,"Gdañsk Morena, Powstania Listopadowego",438000,7398.65,59.20,3,2,1980,wtórny
,Mieszkanie,"Gdañsk Orunia Górna, Krzemowa",409000,6675.37,61.27,3,4,1990,wtórny
Pasja Nieruchomoœci Gdañsk,Mieszkanie,"Gdañsk Orunia , Granitowa",360000,7547.17,47.70,3,8,1974,wtórny
Pasja Nieruchomoœci Gdañsk,Mieszkanie,"Gdañsk Ujeœcisko, Anny Jagiellonki",459000,8605.17,53.34,3,0,2008,wtórny
Pasja Nieruchomoœci Gdañsk,Mieszkanie,"Gdañsk Morena, Magellana",355000,11833.33,30,1,3,2009,wtórny
Pasja Nieruchomoœci Gdañsk,Mieszkanie,"Gdañsk Jasieñ, Rycerza Blizbora",700000,5384.62,130,6,3,1999,wtórny
Pomorskie Centrum Nieruchomoœci,Mieszkanie,Rumia,364431,5989.99,60.84,3,0,0,wtórny
Pasja Nieruchomoœci Gdañsk,Mieszkanie,"Gdañsk Œródmieœcie, Spadzista",470000,10107.53,46.50,3,2,1974,wtórny
Pasja Nieruchomoœci Gdañsk,Mieszkanie,"Gdañsk Ujeœcisko, Nieborowska",369000,10542.86,35,2,2,2006,wtórny
,Mieszkanie,"Gdañsk £ostowice, Olimpijska",385000,7432.43,51.80,3,0,2009,wtórny
,Mieszkanie,"Gdañsk Przymorze, Obroñców Wybrze¿a",590000,14048,42,2,11,2006,wtórny
Spectroom,Mieszkanie,"Gdañsk Morena, Piekarnicza",630000,9618.32,65.50,3,0,0,wtórny
Spectroom,Mieszkanie,"Gdañsk £ostowice, Z³ota",397000,7845.85,50.60,2,3,2020,wtórny
Spectroom,Mieszkanie,"Gdynia Grabówek, Marii Curie-Sk³odowskiej",860000,12285.71,70,3,5,2018,wtórny
,Dom bliŸniak,W³oœcibórz pow.sêpoleñski,147000,1837.50,80,3,0,1930,wtórny
,Mieszkanie,"Gdynia Chylonia, Helska",495000,5530.73,89.50,4,1,1990,wtórny
Dom & House,Mieszkanie,"Sopot Dolny Sopot, 3 Maja",499000,14096,35.40,1,3,1930,wtórny
Entre Nieruchomoœci,Dom szeregowy,"Straszyn, Neptuna",599000,7989,74.98,4,0,2018,wtórny
VOLTAC,Dom wolnostoj¹cy,Go³êbiewo Œrednie,2500000,4760,525.19,6,0,2000,wtórny
White Wood Nieruchomoœci,Dom wolnostoj¹cy,Zbychowo,660000,5500,120,4,0,2014,wtórny
,Mieszkanie,"Gdynia Chylonia, Chyloñska 201",274000,6682.93,41,2,4,1975,wtórny
Verre Home,Mieszkanie,"Gdynia Dzia³ki Leœne, Œl¹ska",420000,7730.54,54.33,3,2,1962,wtórny
VOLTAC,Dom,Bielkowo,799000,4990.63,160.10,5,0,2012,wtórny
White Wood Nieruchomoœci,Dom bliŸniak,"Gdañsk Kie³pino Górne, Wiosenna",785000,6539.49,120.04,5,0,2020,wtórny
White Wood Nieruchomoœci,Mieszkanie,"Sopot Wyœcigi / Karlikowo, W³adys³awa £okietka",1150000,14375,80,4,0,2012,wtórny
VOLTAC,Dom wolnostoj¹cy,Gdañsk,700000,8402,83.31,3,0,1997,wtórny
White Wood Nieruchomoœci,Mieszkanie,"Gdañsk Wrzeszcz, Mirona Bia³oszewskiego",619000,15097.56,41,2,5,2017,wtórny
Dom & House,Mieszkanie,"Gdañsk Przymorze, Obroñców Wybrze¿a",721616,11900,60.64,2,9,0,wtórny
White Wood Nieruchomoœci,Mieszkanie,"Gdynia Leszczynki, Œw. Wojciecha",920000,12266.67,75,3,1,2007,wtórny
White Wood Nieruchomoœci,Mieszkanie,"Sopot Górny Sopot, 23 Marca",1079000,11988.89,90,6,2,1999,wtórny
Domum Nieruchomoœci,Mieszkanie,"Gdynia Kamienna Góra, Legionów",899000,13621,66,3,1,1956,wtórny
InVilla Nieruchomoœci,Mieszkanie,"Sopot Górny Sopot, 23 Marca",895000,10968.14,81.60,4,3,1999,wtórny
,Mieszkanie,"Gdynia Red³owo, Powstania Wielkopolskiego",385000,8883.25,43.34,2,3,1970,wtórny
My Place,Mieszkanie,"Gdynia Oksywie, In¿. J. Œmidowicza",287768,10400,27.67,1,1,2020,wtórny
Koloseum Nieruchomoœci,Mieszkanie,"Gdañsk Wrzeszcz, Mickiewicza",444000,8880,50,3,0,0,wtórny
Biuro Nieruchomoœci Zaleski,Mieszkanie,"Gdañsk Zakoniczyn, Œwirskiego Jerzego",539000,9078.66,59.37,3,0,2019,wtórny
Nieruchomoœci Wmoris,Mieszkanie,"Gdañsk Ujeœcisko, Nowos¹decka",570000,9193.55,62,3,0,2010,wtórny
Biuro Obrotu Nieruchomoœciami UNIKAT,Mieszkanie,"Gdañsk Oliwa, Liczmañskiego Alfa",1650000,9551.37,172.75,5,2,0,wtórny
Koloseum Nieruchomoœci,Dom wolnostoj¹cy,"Gdañski Pszczó³ki, Jana Paw³a Ii",385000,4277.78,90,3,1,2020,wtórny
Ba³tyckie Centrum Nieruchomoœci,Mieszkanie,"Gdañsk VII Dwór, Macierzy Szkolnej W Gdañsku",590000,14709.55,40.11,2,0,2018,wtórny
Property,Mieszkanie,Gdañsk Wrzeszcz,395000,9404.76,42,2,2,1960,wtórny
Kwiatkowska Nieruchomoœci,Mieszkanie,"Gdañsk Orunia Górna, Platynowa",488000,7770.70,62.80,3,0,1998,wtórny
,Mieszkanie,Gdañsk Jelitkowski Dwor,499000,12170.73,41,2,3,2003,wtórny
