company,type,address,price,sq_meter_price,area,n_rooms,floor,build_year,market
,Mieszkanie,"Wejherowo, Os. 1000-Lecia Pp",255000,5769.23,44.20,2,2,1970,wtórny
AGhouse Nieruchomoœci,Mieszkanie,"Gdañsk Nowy Port, Wyzwolenia",330000,7127.43,46.30,2,0,1978,wtórny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,"Jastrzêbia Góra, Obroñców Westerplatte",414000,12127,34.14,1,1,2008,wtórny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,"Rumia, Torowa",279000,7750,36,2,0,1980,wtórny
Onyx Home,Mieszkanie,"Gdynia Chylonia, Chyloñska",310000,7014,44.20,2,3,0,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Osowa, Kielnieñska",479000,10017,47.82,3,2,2018,wtórny
Home Experts,Mieszkanie,"Gdañsk Ujeœcisko, Aleja Vaclava Havla",665000,8537,77.90,4,4,2020,wtórny
ANA NIERUCHOMOŒCI,Mieszkanie,"Sopot Górny Sopot, Gen. W³adys³awa Andersa",1420000,12909.09,110,4,0,0,wtórny
North Hus,Mieszkanie,Gdañsk Œw. Wojciech,689000,5991.30,115,4,0,2013,wtórny
Tyszkiewicz - Nieruchomoœci,Dom wolnostoj¹cy,Pó³czno,515000,2877.09,179,4,0,1998,wtórny
MIASTORAMA,Mieszkanie,Pruszcz Gdañski,659000,5831.86,113,5,0,2008,wtórny
North Hus,Mieszkanie,Gdañsk Przymorze,660000,12692.31,52,2,0,0,wtórny
,Mieszkanie,"Gdynia Ma³y Kack, Wielkopolska",564000,12533.33,45,2,2,2020,wtórny
Navigat Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Zbytki",597000,12978.26,46,3,0,0,wtórny
,Mieszkanie,"Gdañsk Stare Przedmieœcie, Chmielna",742500,13500,55,3,1,2016,wtórny
Fahrenheit Nieruchomoœci,Mieszkanie,"Borkowo, ¯eglarska",699000,8147,85.80,4,0,2012,wtórny
Koloseum Nieruchomoœci,Dom,"Gdañski Pruszcz Gdañski, Zdrowa",599000,5930.69,101,4,2,2018,wtórny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,"Gdañsk Che³m, Henryka Hubertusa Jab³oñskiego",570000,8976.38,63.50,3,0,1999,wtórny
,Mieszkanie,"Gdañsk D³ugie Ogrody, D³uga Grobla 8",595000,15048.05,39.54,2,3,2018,wtórny
Dobry Poœrednik Nieruchomoœci,Mieszkanie,"Gdañsk Zaspa, Pilotów",590000,8805.97,67,4,0,1970,wtórny
PARTNERZY Nieruchomoœci,Dom wolnostoj¹cy,Niestêpowo,829000,3588.74,231,5,0,2011,wtórny
Comfort Apartments & Properties,Mieszkanie,"Gdañsk Œródmieœcie, D³uga",799000,13098.36,61,3,1,1952,wtórny
3House Nieruchomoœci,Dom wolnostoj¹cy,"Rotmanka, Klonowa",1090000,2761,394.80,6,0,1997,wtórny
Olimp Nieruchomoœci,Mieszkanie,Gdañsk ¯abianka,385000,12222,31.50,2,7,1980,wtórny
Apartament Nieruchomoœci,Mieszkanie,"Gdañsk Przymorze, Piastowska",398000,10473.68,38,3,4,0,wtórny
Dom & House,Mieszkanie,"Gdañsk Morena, Prof. Stefana Hausbrandta",615000,10924,56.30,3,4,2015,wtórny
Domus,Mieszkanie,"Gdañsk Morena, Czes³awa Mi³osza",530000,10192,52,2,0,2014,wtórny
Tyszkiewicz - Nieruchomoœci,Dom,Budowo,100000,1333.33,75,2,0,1930,wtórny
,Dom bliŸniak,"Gdynia Dzia³ki Leœne, S³upecka",1300000,6500,200,6,0,1934,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdynia D¹browa, Gorczycowa",449000,8980,50,2,3,2007,wtórny
Immobila Nieruchomoœci,Mieszkanie,"Gdañsk Stare Przedmieœcie, Toruñska",1544250,14500,106.50,3,7,0,wtórny
Tigres Nieruchomoœci sp. z o. o.,Mieszkanie,"Gdañsk Stare Przedmieœcie, Kotwiczników",1747000,14931.62,117,5,1,2020,wtórny
Apartament Nieruchomoœci,Mieszkanie,"Gdañsk Stare Przedmieœcie, Jaglana",639000,15975,40,2,3,2017,wtórny
,Mieszkanie,"Sopot, Bohaterów Monte Cassino 12",500000,21739.13,23,1,1,1920,wtórny
,Mieszkanie,"Gdañsk Che³m, Suchanka 35",665000,9779.41,68,3,3,2019,wtórny
,Dom wolnostoj¹cy,Bolszewo,870000,6692.31,130,4,0,2017,wtórny
Koloseum Nieruchomoœci,Dom wolnostoj¹cy,Wejherowski Wejherowo,999000,5519.34,181,5,0,2001,wtórny
,Mieszkanie,"Gdañsk ¯abianka, Gospody",350000,9887.01,35.40,2,9,1970,wtórny
Dobry Poœrednik Nieruchomoœci,Mieszkanie,"Gdañsk ¯abianka, Gospody",350000,9887.01,35.40,2,9,1970,wtórny
AGhouse Nieruchomoœci,Mieszkanie,"Gdañsk ¯abianka, Gospody",329000,10612.90,31,1,1,0,wtórny
,Dom,Garcz,350000,1750,200,6,0,2008,wtórny
,Mieszkanie,Gdañsk Przymorze,520000,10196.08,51,3,4,1963,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Jelitkowo, Wypoczynkowa",1300000,24074,54,2,0,2008,wtórny
Grupa Rapid,Mieszkanie,"Gdañsk ¯abianka, Gospody",349000,9886.69,35.30,2,9,1970,wtórny
Ratajczak Nieruchomoœci,Mieszkanie,"Gdañsk Jasieñ, Ba¿antowa",399000,10076,39.60,2,1,2015,wtórny
Pepper House,Dom wolnostoj¹cy,"¯ukowo, Raduñska",975000,3250,300,4,0,2020,wtórny
,Dom wolnostoj¹cy,"Rumia Leœna 25, Starowiejska",349000,3490,100,5,0,1935,wtórny
North Hus,Dom,Pruszcz Gdañski,740000,5211.27,142,5,0,2020,wtórny
,Mieszkanie,"Borkowo, Stylowa",599900,5846.98,102.60,5,1,2020,wtórny
Gaudium nieruchomoœci,Dom wolnostoj¹cy,"¯ukowo, Polna",619000,5074,122,5,0,2010,wtórny
North Hus,Dom,"Gdañsk Wrzeszcz, Strzechy",799999,6956.51,115,4,0,1905,wtórny
,Mieszkanie,"Borkowo, Stylowa",394900,6789.89,58.16,3,0,2020,wtórny
,Mieszkanie,"Gdañsk Wrzeszcz, Pestalozziego",375000,9220.56,40.67,2,1,1940,wtórny
Home Experts,Mieszkanie,"Gdañsk Che³m, Prof. Józefa Wiêckowskiego",379000,8063.83,47,2,1,0,wtórny
Biuro Nieruchomoœci CASTLE,Dom,Gdynia Chwaszczyno,1200000,4615.38,260,6,0,1990,wtórny
HGB NIERUCHOMOŒCI   Hanna Bohnke,Dom,Gdañsk Oliwa,2490000,8736.84,285,7,0,1936,wtórny
Dom & House,Mieszkanie,"Gdañsk Wrzeszcz, Lwowska",329000,8372,39.30,2,1,1935,wtórny
,Dom szeregowy,"Reda Centrum, 30",499000,3326.67,150,1,0,2000,wtórny
Dom & House,Dom wolnostoj¹cy,"Gdañsk Morena, Myœliwska",2499000,11359,220,5,0,2007,wtórny
Estate Polska,Mieszkanie,"Gdañsk Przymorze, Piastowska",409000,10763.16,38,3,4,1966,wtórny
Dobra Oferta Pro,Mieszkanie,"Gdañsk ¯abianka, Tysi¹clecia",329000,10613,31,1,1,1980,wtórny
Tyszkiewicz - Nieruchomoœci,Dom,"Cz³uchów, Œrednia",2350000,5021,468,4,0,2004,wtórny
Partners International,Mieszkanie,"Gdynia Œródmieœcie, Stefana ¯eromskiego",1999000,24429,81.83,3,6,2020,wtórny
Property,Mieszkanie,Gdynia Chylonia,335000,6979.17,48,3,9,1978,wtórny
Lider Home,Mieszkanie,"Gdañsk NiedŸwiednik, Góralska",550000,9090.91,60.50,3,1,1990,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Oliwa, Karpacka",649000,10384,62.50,5,7,1975,wtórny
Lider Home,Mieszkanie,"Gdañsk Che³m, Lotników Polskich",299000,8722.29,34.28,1,0,1980,wtórny
Tyszkiewicz - Nieruchomoœci,Dom wolnostoj¹cy,"Chojnice, B³êkitnej Armii",449000,2022.52,222,5,0,0,wtórny
,Mieszkanie,"Gdañsk Przymorze, Piastowska",420000,8750,48,2,9,1970,wtórny
¯URAWSKI Nieruchomoœci,Mieszkanie,"Gdañsk Wrzeszcz, Do Studzienki",799733,11999,66.65,3,0,2012,wtórny
,Mieszkanie,"Gdynia Wzgórze œw. Maksymiliana, Norwida",1590000,17865.17,89,3,1,2013,wtórny
,Mieszkanie,"Gdynia Karwiny, Fleszarowej-Muskat",749000,11888.89,63,3,3,2015,wtórny
¯URAWSKI Nieruchomoœci,Mieszkanie,"Gdañsk BrzeŸno, Ksawerego Dunikowskiego",409000,8835.60,46.29,2,4,1974,wtórny
,Dom szeregowy,"Gdañsk Che³m, Damazego Tilgnera",735700,5937.85,123.90,4,0,2020,wtórny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,"Gdañsk Che³m, W³adys³awa Biegañskiego",527700,10660.61,49.50,3,5,1980,wtórny
Magic House,Mieszkanie,"Gdañsk Œródmieœcie, Tartaczna",620000,16315.79,38,2,2,2018,wtórny
,Mieszkanie,"Gdañsk Morena, Myœliwska",565000,10462.96,54,2,2,2016,wtórny
,Mieszkanie,"Gdañsk Przymorze, Lêborska",585000,8502.91,68.80,4,4,1979,wtórny
ABC Dom Nieruchomoœci,Mieszkanie,"Pruszcz Gdañski, Podkomorzego",399000,7524,53.03,2,3,0,wtórny
,Mieszkanie,"Sopot Dolny Sopot, Niepodlegoœci",900000,12328.77,73,4,2,1920,wtórny
Dom & House,Dom wolnostoj¹cy,"Gdynia Leszczynki, Floriana Ceynowy",2735000,7739.11,353.40,10,0,2020,wtórny
,Mieszkanie,"Gdañsk Ujeœcisko, Czêstochowska",609000,6478.72,94,4,3,1999,wtórny
,Mieszkanie,"Gdañsk Przymorze, Piastowska 90A",399000,10500,38,3,4,1970,wtórny
Dobra Oferta Pro,Mieszkanie,"Gdañsk Jasieñ, Leszczynowa",669000,9985,67,3,2,2017,wtórny
,Mieszkanie,"Gdañsk Orunia Górna, 3 Brygady Szczerbca",470000,7230.77,65,3,0,1996,wtórny
Tyszkiewicz - Nieruchomoœci,Dom wolnostoj¹cy,"Ostrzyce, Sosnowa",715000,1881.58,380,12,0,2011,wtórny
,Mieszkanie,"Gdañsk Przymorze, Lêborska",585000,8478.26,69,4,4,1979,wtórny
Artflat Nieruchomoœci,Mieszkanie,"Gdynia Wzgórze œw. Maksymiliana, Wojewody Wachowiaka",499000,10617.02,47,3,0,1955,wtórny
,Mieszkanie,"Gdañsk £ostowice, Hokejowa",500000,9703.09,51.53,3,2,2015,wtórny
,Mieszkanie,Gdynia Ob³u¿e,310000,7848.10,39.50,2,0,1970,wtórny
,Dom,"Gdynia Ma³y Kack, Rac³awicka",1235000,5951.81,207.50,6,0,1965,wtórny
,Mieszkanie,"Gdañsk Osiedle Wejhera, Gospody 5c",350000,9887.01,35.40,2,9,1970,wtórny
Twój Broker,Mieszkanie,"Pruszcz Gdañski Czo³gistów, Czo³gistów",330000,5158.67,63.97,3,0,0,wtórny
Twój Broker,Mieszkanie,"Pruszcz Gdañski Pruszcz Gdañski, Czekanowskiego",388000,9992.27,38.83,2,2,2020,wtórny
,Mieszkanie,"Gdañsk Siedlce, Kartuska",1350000,8437.50,160,3,0,1960,wtórny
,Mieszkanie,"Gdañsk Wrzeszcz, Chrobrego",570000,17272.73,33,2,5,2020,wtórny
Marina,Dom wolnostoj¹cy,"Rumia, ¯wirki I Wigury",1990000,6899,288.44,6,0,1996,wtórny
,Dom bliŸniak,Rumia,999999,5882.35,170,8,0,1990,wtórny
,Mieszkanie,"Gdynia Wzgórze œw. Maksymiliana, Bp. Dominika",549000,8446.15,65,3,2,1954,wtórny
,Dom,Konarzyny,750000,4573.17,164,5,0,2016,wtórny
Tigres Nieruchomoœci sp. z o. o.,Mieszkanie,"Sopot Górny Sopot, Ignacego Krasickiego",2532000,24000,105.50,4,0,1920,wtórny
Alking Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Chmielna",628920,18000,34.94,2,4,2023,wtórny
Alking Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Chmielna",450500,17000,26.50,1,3,2020,wtórny
,Mieszkanie,"Gdañsk Jasieñ , Lawendowe Wzgórze",430000,10046.73,42.80,2,1,2018,wtórny
Olimp Nieruchomoœci,Mieszkanie,Gdañsk Przymorze,309000,6717.39,46,2,6,1970,wtórny
,Mieszkanie,"Gdañsk Przymorze, Jagielloñska",350000,8536.59,41,2,2,1978,wtórny
,Mieszkanie,"Gdynia Karwiny, Makuszyñskiego",309000,7075.80,43.67,2,2,1993,wtórny
Navigat Nieruchomoœci,Dom wolnostoj¹cy,"Rumia, Oliwska",999999,3717.47,269,4,0,2000,wtórny
,Mieszkanie,"Gdañsk Che³m, Witosa 23",280000,8235.29,34,1,8,1980,wtórny
Biuro Nieruchomoœci CASTLE,Mieszkanie,Gdañsk Jelitkowo,1235000,22870.37,54,2,0,2010,wtórny
Walczuk Nieruchomoœci,Dom,"Gdañsk Strzy¿a, Mieczys³awa Kar³owicza",1450000,7526.60,192.65,6,0,1928,wtórny
Biuro Nieruchomoœci CASTLE,Mieszkanie,Gdañsk Œródmieœcie,795000,11823.32,67.24,3,2,2017,wtórny
Biuro Nieruchomoœci CASTLE,Mieszkanie,Gdañsk NiedŸwiednik,549000,8194.03,67,3,2,1970,wtórny
,Mieszkanie,"Gdañsk Przymorze, Jagielloñska 40",390000,8666.67,45,2,4,1967,wtórny
Biuro Nieruchomoœci CASTLE,Mieszkanie,Gdañsk Morena,419000,7938.61,52.78,2,4,1970,wtórny
Biuro Nieruchomoœci CASTLE,Mieszkanie,Gdañsk Wrzeszcz,320000,9696.97,33,1,2,1960,wtórny
InVilla Nieruchomoœci,Mieszkanie,"Gdynia Wielki Kack, Waleriana Szefki",860000,7272.11,118.26,3,0,2002,wtórny
Invest Nieruchomoœci,Mieszkanie,"Rotmanka, Bajki",337000,9084,37.10,2,0,2015,wtórny
Smoliñski & Gerstmann Trójmiejskie Nieruchomoœci SC,Mieszkanie,"Mosty, S³oneczna",595000,5486,108.46,4,1,2004,wtórny
,Mieszkanie,"Gdansk Przymorze, Pomorska",385000,10131.58,38,2,2,1973,wtórny
PARTNERZY Nieruchomoœci,Dom bliŸniak,"Gdañsk Ujeœcisko, Wiœniowa",1800000,5981,300.94,8,0,2007,wtórny
Property,Mieszkanie,Gdynia Leszczynki,420000,8076.92,52,3,10,1970,wtórny
,Mieszkanie,Kolbudy,340000,5074.63,67,3,2,1984,wtórny
,Mieszkanie,"Reda Œw. Wojciecha , 9",375000,5924.17,63.30,3,1,1997,wtórny
Alter House,Mieszkanie,"Rumia, Dêbogórska",299900,7769.43,38.60,2,1,0,wtórny
,Dom,Gdynia Cisowa,960000,4247.79,226,7,0,1980,wtórny
Comfort Apartments & Properties,Mieszkanie,Gdañsk Wrzeszcz Górny,949000,7715,123,5,0,1900,wtórny
Meerhouse Nieruchomoœci,Mieszkanie,Rumia,202635,6750,30.02,1,3,2021,wtórny
CITY Nieruchomoœci,Mieszkanie,"Gdañsk Ujeœcisko, Przemyska",589983,6343.90,93,4,2,2008,wtórny
FORUM - Jerzy Oleszczuk,Dom bliŸniak,"Gdynia Or³owo, Sieradzka",1500000,9375,160,5,0,2020,wtórny
CITY Nieruchomoœci,Dom wolnostoj¹cy,PrzyjaŸñ,790000,4149.16,190.40,6,0,0,wtórny
,Mieszkanie,"Gdañsk Przeróbka, Sienna",439000,10402.84,42.20,2,3,1980,wtórny
,Mieszkanie,"Gdañsk G³ówne miasto, Kamienna Grobla",1460000,17339.67,84.20,4,0,2019,wtórny
,Mieszkanie,"Gdañsk M³yniska, Chwaszczyñska",440000,9109.73,48.30,2,1,1960,wtórny
Meerhouse Nieruchomoœci,Mieszkanie,Rumia,264033,6300,41.91,2,0,2021,wtórny
,Mieszkanie,Gdañsk Che³m,695000,11583.33,60,3,0,2015,wtórny
,Dom,"Gdañsk, Migda³owa",1149900,8845.38,130,5,0,2018,wtórny
,Mieszkanie,Rokitki,341000,5180.01,65.83,3,3,2020,wtórny
White Wood Nieruchomoœci,Mieszkanie,"Gdynia Ma³y Kack, Olgierda",860000,7985.14,107.70,5,1,2008,wtórny
Lider Home,Mieszkanie,"Gdañsk Wrzeszcz, Sochaczewska",485000,9837.73,49.30,2,1,1970,wtórny
,Mieszkanie,"Gdañsk, ul. RzeŸnicka",527093,9332.38,56.48,2,2,2020,wtórny
,Mieszkanie,"Gdañsk, ul. Wa³owa",735000,13611.11,54,3,4,2017,wtórny
Apartament Nieruchomoœci,Mieszkanie,"Jastrzêbia Góra, Sanatoryjna",355000,10758,33,2,1,2017,wtórny
Grupa Rapid,Mieszkanie,"Gdañsk Przymorze, Œl¹ska",419000,9436.94,44.40,2,2,1965,wtórny
Gaudium nieruchomoœci,Mieszkanie,"Tczew, Gdañska",229000,6026,38,1,2,0,wtórny
Freedom Nieruchomoœci,Mieszkanie,"Gdañsk Ujeœcisko, Ujeœcisko",324000,11172.41,29,1,2,2005,wtórny
,Mieszkanie,"Gdañsk, ul. Wa³owa",636000,14260.09,44.60,2,3,2017,wtórny
,Mieszkanie,"Gdansk Piec wzgorz, Porebskiego 64",560000,8750,64,3,0,2009,wtórny
,Mieszkanie,Gdynia Red³owo,599694,13392.01,44.78,2,7,2020,wtórny
CITY Nieruchomoœci,Dom wolnostoj¹cy,"Glincz, D³uga",580000,3269.45,177.40,7,0,2015,wtórny
Artflat Nieruchomoœci,Dom bliŸniak,"Zbychowo, ródlana",549000,4067,135,5,0,1974,wtórny
,Mieszkanie,"Gdañsk Zaspa, Leszczyñskich 1",525000,8333.33,63,3,4,1980,wtórny
Magic House,Mieszkanie,"Gdañsk M³ode Miasto, Wa³owa",529000,15730,33.63,2,6,2018,wtórny
,Mieszkanie,Gdañsk Suchanino,332000,10709.68,31,2,4,1975,wtórny
,Mieszkanie,Kartuzy,285000,6643.36,42.90,1,1,2005,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Oliwa, Tatrzañska",571000,13595,42,2,10,1977,wtórny
,Mieszkanie,Grapice,42000,2470.59,17,1,0,1970,wtórny
Artflat Nieruchomoœci,Mieszkanie,"Gdañsk Przymorze, Obroñców Wybrze¿a",385000,8370,46,2,9,1973,wtórny
Twój Broker,Mieszkanie,Bytów Bytów centrum,290000,6087.32,47.64,2,2,2000,wtórny
Pepper House,Mieszkanie,"Gdañsk Przymorze, Lêborska",585000,8503,68.80,4,4,1979,wtórny
Alter House,Mieszkanie,"Gdynia Wiczlino, Romana Feliñskiego",469000,7440.90,63.03,3,3,2019,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Szeroka",612000,11930,51.30,2,2,0,wtórny
,Mieszkanie,"Gdañsk Jasieñ, Pólnicy",718900,7831.15,91.80,4,4,1995,wtórny
Kaczyñska Nieruchomoœci,Mieszkanie,"Gdynia Kamienna Góra, Sienkiewicza Henryka",1069000,9295.65,115,4,0,0,wtórny
,Dom,"Lipinki Szlacheckie, S³oneczna",565000,2927.46,193,4,0,2003,wtórny
Karsznia Nieruchomoœci,Mieszkanie,"Gdynia Œródmieœcie, W³adys³awa Iv",1549000,6863.09,225.70,5,2,1993,wtórny
Biuro Nieruchomoœci Zaleski,Mieszkanie,"Gdañsk Zaspa, Pilotów",599000,8967.07,66.80,4,7,1980,wtórny
ABB-Bieñ,Mieszkanie,"Gdynia Oksywie, P³k. D¹bka",309000,5667.64,54.52,2,2,1922,wtórny
Kaczyñska Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Wa³owa",295000,12660.94,23.30,1,2,0,wtórny
Gryf Nieruchomoœci Beata Tworkowska,Mieszkanie,"Gdynia Chylonia, M³yñska",409000,7546.13,54.20,3,0,1975,wtórny
,Mieszkanie,"Pogódki, Szturmowskiego",135000,5895.20,22.90,1,2,0,wtórny
Nieruchomoœci Bargielska,Dom wolnostoj¹cy,"Mosty Dom Z Widokiem Na Morze, Nad Morzem",1490000,8975.90,166,5,0,2011,wtórny
Biuro Nieruchomoœci Zaleski,Mieszkanie,"Gdañsk Zaspa, Pilotów",599000,8967.07,66.80,3,7,1980,wtórny
Andrzejczyk Nieruchomoœci,Mieszkanie,"Reda, Wieniawskiego",259000,6925.13,37.40,2,0,2015,wtórny
PARTNERZY Nieruchomoœci,Dom szeregowy,"Gdañsk Siedlce, Ojcowska",1279000,7993.75,160,6,0,1936,wtórny
Centrum Finansowe,Mieszkanie,"Puck, Wejherowska",349875,6479,54,3,1,0,wtórny
PARTNERZY Nieruchomoœci,Dom wolnostoj¹cy,"PrzyjaŸñ, Okrê¿na",829000,3588.74,231,5,0,2011,wtórny
Nowodworski Estates,Mieszkanie,"Gdañsk M³ode Miasto, Wa³owa",520000,15294,34,2,1,2018,wtórny
,Mieszkanie,"Gdañsk Wrzeszcz, Koœciuszki",320000,9696.97,33,1,2,1960,wtórny
Grupa Rapid,Mieszkanie,"Gdynia Karwiny, Tatarczana",479000,8403.51,57,3,10,1975,wtórny
Port Poszukiwacze Nieruchomoœci,Mieszkanie,"Gdynia Witomino, Niska",610000,8574.64,71.14,3,4,2003,wtórny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,"Gdynia Karwiny, Buraczana",519000,9186,56.50,2,4,2011,wtórny
Koloseum Nieruchomoœci,Dom wolnostoj¹cy,Kartuski ¯ukowo,799000,4871.95,164,5,0,2007,wtórny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,"Gdynia Ob³u¿e, Stolarska",310000,7848,39.50,2,0,1980,wtórny
,Mieszkanie,"Gdañsk Zaspa, Dywizjonu 303",295000,8676.47,34,1,0,1975,wtórny
Grupa Rapid,Mieszkanie,"Gdynia Cisowa, Chyloñska",339000,6595,51.40,2,2,1975,wtórny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,"Gdynia Karwiny, Tatarczana",479000,8404,57,3,11,1980,wtórny
Grupa Rapid,Mieszkanie,"Gdañsk Siedlce, Jacka Malczewskiego",269000,8677.42,31,1,3,1977,wtórny
Dobry Poœrednik Nieruchomoœci,Mieszkanie,"Gdañsk Zaspa, Dywizjonu 303",549000,8433,65.10,3,1,1983,wtórny
Investor Nieruchomoœci,Mieszkanie,"Ustka, S³upska",290000,8376.66,34.62,2,0,0,wtórny
Alicja Stuchlik Nieruchomoœci,Mieszkanie,"Gdynia Oksywie, P³k. Stanis³awa D¹bka",309000,5667.64,54.52,2,2,1922,wtórny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,"Gdañsk Przymorze, Ko³obrzeska",429000,9533.33,45,2,1,1970,wtórny
Property,Mieszkanie,Gdynia Chylonia,205000,7915.06,25.90,1,1,0,wtórny
Property,Mieszkanie,Sopot Sopot,250000,15432.10,16.20,1,9,1970,wtórny
Property,Mieszkanie,Gdañsk Nowy Port,320000,7441.86,43,2,0,1980,wtórny
Dom & House,Mieszkanie,"Gdañsk Stare Przedmieœcie, Kotwiczników",779000,18188,42.83,2,2,2019,wtórny
,Mieszkanie,"Gdynia Red³owo, Korczaka",560000,9633.58,58.13,3,4,1996,wtórny
,Mieszkanie,"Gdynia Œródmieœcie, Batorego",2100000,18977.05,110.66,4,6,2018,wtórny
Dobra Oferta Pro,Mieszkanie,"Gdañsk Zaspa, Jana Paw³a Ii",1000000,11905,84,4,11,2015,wtórny
,Mieszkanie,"Gdynia Œródmieœcie, Stefana ¯eromskiego",670000,13958.33,48,3,4,2020,wtórny
Freedom Nieruchomoœci,Mieszkanie,"Cedry Wielkie, Leœna",390000,5118.11,76.20,3,0,1989,wtórny
,Mieszkanie,"Gdynia Œródmieœcie, Stefana ¯eromskiego",489000,13216.22,37,2,1,2020,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdynia Cisowa, Chyloñska",380000,6667,57,3,1,0,wtórny
Sieciowa Agencja Nieruchomoœci,Dom wolnostoj¹cy,Bia³ogarda,525000,2019,260,8,0,2018,wtórny
Home Experts,Mieszkanie,"Gdañsk Morena, Bronis³awa Czecha",440000,8800,50,2,3,1980,wtórny
,Mieszkanie,"Tczew Stare Miasto, Jaros³awa D¹browskiego",381000,4329.55,88,3,4,1960,wtórny
,Mieszkanie,"Gdañsk Wrzeszcz, Gen. Józefa Hallera",600000,11764.71,51,2,2,2010,wtórny
Biuro Nieruchomoœci CASTLE,Mieszkanie,Gdañsk Siedlce,339000,7212.77,47,2,0,1930,wtórny
Tigres Nieruchomoœci sp. z o. o.,Mieszkanie,"Sopot Górny Sopot, Niepodleg³oœci",250000,15432.10,16.20,1,9,1970,wtórny
,Mieszkanie,"Gdañsk Ujeœcisko, Pastelowa",379000,6890.91,55,3,2,2020,wtórny
,Mieszkanie,"Kosakowo Chyloñska 175, 81-007 Gdynia, Paprykowa",389000,7780,50,3,0,2017,wtórny
Dom & House,Mieszkanie,"Gdynia Wzgórze œw. Maksymiliana, Œwiêtojañska",549000,9150,60,3,4,1980,wtórny
OSSA NIERUCHOMOŒCI,Mieszkanie,"Tczew, £azienna",300000,4580.15,65.50,3,3,0,wtórny
Koloseum Nieruchomoœci,Dom wolnostoj¹cy,Kartuski ¯ukowo,920000,4000,230,7,0,2013,wtórny
Pepper House,Mieszkanie,"Gdynia Pogórze, Manganowa",548900,5946.91,92.30,4,4,1997,wtórny
,Mieszkanie,"Gdañsk Morena, Rakoczego 23",550000,12149.33,45.27,2,3,2020,wtórny
Koloseum Nieruchomoœci,Mieszkanie,"Gdañsk Siedlce, Goszczyñskiego Seweryna",625000,12254.90,51,3,0,2013,wtórny
Koloseum Nieruchomoœci,Mieszkanie,"Gdynia Grabówek, Morska",380000,8444.44,45,2,2,0,wtórny
,Mieszkanie,Gdynia,1590000,17706.01,89.80,3,1,2013,wtórny
Obrót Nieruchomoœciami,Mieszkanie,"Rumia Janowo, Czêstochowska",421000,5165.64,81.50,4,3,1980,wtórny
,Mieszkanie,"Gdañsk Przymorze, Olsztyñska",880000,12922.17,68.10,3,10,2015,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Siedlce, Lecha B¹dkowskiego",420000,8750,48,2,4,1981,wtórny
,Mieszkanie,"Gdynia Chwarzno, W³adys³awa Kañskiego",925000,10793.47,85.70,4,2,2010,wtórny
AGhouse Nieruchomoœci,Mieszkanie,"Sopot Górny Sopot, Niepodleg³oœci",250000,15625,16,1,9,0,wtórny
Biuro Nieruchomoœci PROFESJONALISTA,Mieszkanie,"Gdynia Ob³u¿e, Benis³awskiego",350000,5833.33,60,3,6,0,wtórny
Ata Nieruchomoœci,Mieszkanie,"Pruszcz Gdañski, 24 Marca",365000,6886.79,53,3,2,1975,wtórny
Unique House Sp. z o.o,Mieszkanie,"Gdynia Grabówek, Morska",335000,8815.79,38,2,1,1957,wtórny
North Hus,Dom,¯ukowo (gw) Chwaszczyno,870000,5058.14,172,5,0,2014,wtórny
PARTNERZY Nieruchomoœci,Dom wolnostoj¹cy,¯ukowo,975000,4875,200,4,0,2020,wtórny
Biuro Nieruchomoœci PROFESJONALISTA,Mieszkanie,"Gdynia Cisowa, Kcyñska",315000,7159.09,44,2,0,0,wtórny
,Dom,Borkowo,975000,3250,300,4,0,2020,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Szadó³ki, Po³czyñska",599000,8013,74.75,4,2,2018,wtórny
,Mieszkanie,Gdañsk Przymorze,499000,8603.45,58,4,5,1980,wtórny
Dom & House,Dom bliŸniak,"Mechelinki, Do Morza",870000,9062.50,96,4,0,2020,wtórny
Koloseum Nieruchomoœci,Mieszkanie,"Gdynia Wielki Kack, Witos³awy",360000,8000,45,2,0,1999,wtórny
