company,address,price,sq_meter_price,area,n_rooms,floor,build_year,type
My Place,"Gdynia Oksywie, In¿. J. Œmidowicza",328 860 z³,9 450 z³,"34,80",2,Parter,2020,Mieszkanie
Vivere Verde,"Gdañsk £ostowice, Niepo³omicka 52",428 904 z³,5 600 z³,"76,59",2,2,2020,Mieszkanie
METROHOUSE Gdañsk Garnizon,"Gdañsk Szadó³ki, Stê¿ycka",440 000 z³,"6 443,11 z³","68,29",1,3,2020,Mieszkanie
METROHOUSE Gdañsk Garnizon,"Gdañsk Wrzeszcz, Szymanowskiego",804 000 z³,10 821 z³,"74,30",3,1,2019,Mieszkanie
METROHOUSE Gdañsk Garnizon,"Gdañsk Morena, Rakoczego",385 000 z³,"8 720,27 z³","44,15",2,2,,Mieszkanie
METROHOUSE Gdañsk Garnizon,"Gdañsk Rêbowo, Jab³oniowa",362 960 z³,"8 286,76 z³","43,80",2,1,2020,Mieszkanie
Opus Investment,"Gdañsk Dolne Miasto, Kamienna Grobla 30",815 450 z³,9 400 z³,"86,75",3,2,2019,Mieszkanie
Marina,Gdañsk Sobieszewo,1 162 500 z³,14 301 z³,"81,29",3,Parter,2020,Mieszkanie
Marina,Gdañsk Sobieszewo,800 500 z³,14 071 z³,"56,89",2,1,2020,Mieszkanie
Marina,Gdañsk Sobieszewo,745 000 z³,14 520 z³,"51,31",3,Parter,2020,Mieszkanie
Marina,Gdañsk Sobieszewo,1 134 500 z³,13 975 z³,"81,18",3,1,2020,Mieszkanie
Welcome Apartment,"Wiœlinka, £¹kowa",1 429 875 z³,"17 589,80 z³","81,29",3,Parter,2021,Mieszkanie
Welcome Apartment,"Wiœlinka, £¹kowa",802 575 z³,"19 479,98 z³","41,20",2,2,2021,Mieszkanie
Welcome Apartment,"Wiœlinka, £¹kowa",900 360 z³,"17 100,85 z³","52,65",3,1,2021,Mieszkanie
MBI Prestige Sp. z o.o.,"Gdañsk Maækowy, Starogardzka",325 000 z³,"5 909,09 z³",55,3,Parter,2021,Mieszkanie
Galeria Nieruchomoœci,"Gdañsk Przymorze, D¹browszczaków",788 001 z³,"13 315,33 z³","59,18",3,2,2021,Mieszkanie
Galeria Nieruchomoœci,"Gdañsk Przymorze, D¹browszczaków",822 835 z³,"12 253,69 z³","67,15",3,2,2021,Mieszkanie
Home4.pl Nieruchomoœci,Gdañsk Sobieszewo,1 164 810 z³,17 251 z³,"67,52",3,1,2020,Mieszkanie
Galeria Nieruchomoœci,"Gdañsk Przymorze, D¹browszczaków",741 929 z³,"11 476,09 z³","64,65",3,1,2021,Mieszkanie
Galeria Nieruchomoœci,"Gdañsk Przymorze, D¹browszczaków",1 212 395 z³,"11 621,88 z³","104,32",4,2,2021,Mieszkanie
Galeria Nieruchomoœci,"Gdañsk Przymorze, D¹browszczaków",699 682 z³,"11 252,52 z³","62,18",3,1,2021,Mieszkanie
Galeria Nieruchomoœci,"Gdañsk Przymorze, D¹browszczaków",625 181 z³,"14 478,49 z³","43,18",2,1,2021,Mieszkanie
Galeria Nieruchomoœci,"Gdañsk Przymorze, D¹browszczaków",821 841 z³,"12 084,12 z³","68,01",3,1,2021,Mieszkanie
Galeria Nieruchomoœci,"Gdañsk Przymorze, D¹browszczaków",676 594 z³,"14 569,21 z³","46,44",2,1,2021,Mieszkanie
Pó³noc Nieruchomoœci,"Gdañsk Szadó³ki, Stê¿ycka",500 000 z³,6 823 z³,"73,28",4,,2020,Dom
Flize-Gres Nieruchomoœci,"Gdañsk Jasieñ, Kartuska",20 000 z³,"34,19 z³",585,,Parter,2018,Lokal us³ugowy
Marina,Gdañsk Sobieszewo,662 601 z³,16 013 z³,"41,38",2,Parter,2020,Mieszkanie
Marina,Dêbki,320 000 z³,5 161 z³,62,3,Parter,2019,Mieszkanie
Marina,Gdañsk Sobieszewo,940 500 z³,14 319 z³,"65,68",3,2,2020,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,472 797 z³,7 020 z³,"67,35",3,2,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"311 992,56 z³",7 128 z³,"43,77",2,1,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"350 507,52 z³",6 912 z³,"50,71",2,,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"208 252,08 z³",7 236 z³,"28,78",1,,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"336 980,52 z³",7 236 z³,"46,57",2,2,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"326 174,04 z³",7 452 z³,"43,77",2,3,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"327 246,48 z³",7 128 z³,"45,91",2,1,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,472 797 z³,7 020 z³,"67,35",3,2,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"355 982,04 z³",7 452 z³,"47,77",2,2,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"342 010,08 z³",7 344 z³,"46,57",2,1,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"355 984,20 z³",7 020 z³,"50,71",2,,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,472 797 z³,7 020 z³,"67,35",3,2,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"465 523,20 z³",6 912 z³,"67,35",3,1,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,501 120 z³,6 912 z³,"72,50",3,,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"352 069,20 z³",7 560 z³,"46,57",2,3,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"487 344,60 z³",7 236 z³,"67,35",3,3,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"497 086,20 z³",7 020 z³,"70,81",3,1,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"465 523,20 z³",6 912 z³,"67,35",3,1,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"350 822,88 z³",7 344 z³,"47,77",2,3,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"480 070,80 z³",7 128 z³,"67,35",3,3,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"355 984,20 z³",7 020 z³,"50,71",2,,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,516 780 z³,7 128 z³,"72,50",3,,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"489 438,72 z³",6 912 z³,"70,81",3,,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"489 438,72 z³",6 912 z³,"70,81",3,,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"337 163,04 z³",7 344 z³,"45,91",2,2,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"489 438,72 z³",6 912 z³,"70,81",3,1,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"321 446,88 z³",7 344 z³,"43,77",2,2,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"342 121,32 z³",7 452 z³,"45,91",2,3,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"487 344,60 z³",7 236 z³,"67,35",3,3,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"317 329,92 z³",6 912 z³,"45,91",2,,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"345 663,72 z³",7 236 z³,"47,77",2,2,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"321 446,88 z³",7 344 z³,"43,77",2,2,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"465 523,20 z³",6 912 z³,"67,35",3,1,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"497 086,20 z³",7 020 z³,"70,81",3,2,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"290 014,56 z³",7 344 z³,"39,49",2,2,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"342 121,32 z³",7 452 z³,"45,91",2,3,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"327 246,48 z³",7 128 z³,"45,91",2,1,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"350 507,52 z³",6 912 z³,"50,71",2,,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"326 174,04 z³",7 452 z³,"43,77",2,3,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"480 070,80 z³",7 128 z³,"67,35",3,3,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"350 822,88 z³",7 344 z³,"47,77",2,1,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"361 141,20 z³",7 560 z³,"47,77",2,3,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"340 504,56 z³",7 128 z³,"47,77",2,1,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,472 797 z³,7 020 z³,"67,35",3,2,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"512 381,16 z³",7 236 z³,"70,81",3,2,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"289 794,24 z³",7 344 z³,"39,46",2,2,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"316 719,72 z³",7 236 z³,"43,77",2,1,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,327 132 z³,7 020 z³,"46,60",2,,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"480 070,80 z³",7 128 z³,"67,35",3,3,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"322 288,20 z³",7 020 z³,"45,91",2,,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"512 381,16 z³",7 236 z³,"70,81",3,3,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"285 532,56 z³",7 236 z³,"39,46",2,1,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"294 279,48 z³",7 452 z³,"39,49",2,3,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"294 055,92 z³",7 452 z³,"39,46",2,3,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"347 039,64 z³",7 452 z³,"46,57",2,2,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"332 164,80 z³",7 128 z³,"46,60",2,,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"285 749,64 z³",7 236 z³,"39,49",2,1,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"337 163,04 z³",7 344 z³,"45,91",2,2,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"342 010,08 z³",7 344 z³,"46,57",2,3,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"465 523,20 z³",6 912 z³,"67,35",3,1,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"331 950,96 z³",7 128 z³,"46,57",2,1,2022,Mieszkanie
Inpro,Pruszcz Gdañski Pruszcz Gdañski,"208 252,08 z³",7 236 z³,"28,78",1,,2022,Mieszkanie
Pepper House,"Reda, 12 Marca",265 000 z³,5 858 z³,"45,24",2,1,2021,Mieszkanie
Pepper House,"Reda, 12 Marca",270 000 z³,5 955 z³,"45,34",2,Parter,2021,Mieszkanie
Pepper House,"Reda, 12 Marca",275 000 z³,5 918 z³,"46,47",3,1,2021,Mieszkanie
Pepper House,"Reda, 12 Marca",265 000 z³,5 858 z³,"45,24",2,1,2021,Mieszkanie
Pepper House,"Reda, 12 Marca",270 000 z³,5 955 z³,"45,34",2,Parter,2021,Mieszkanie
Pepper House,"Reda, 12 Marca",275 000 z³,6 092 z³,"45,14",2,2,2021,Mieszkanie
Pepper House,"Reda, 12 Marca",215 000 z³,6 011 z³,"35,77",2,Parter,2021,Mieszkanie
Centrum Poœrednika,"Straszyn, Marsa",995 000 z³,"6 838,49 z³","145,50",5,,2020,Dom
Centrum Poœrednika,"Straszyn, Jowisza",1 190 000 z³,8 179 z³,"145,50",5,,2020,Dom
Centrum Poœrednika,"Straszyn, Marsa",1 090 000 z³,7 491 z³,"145,50",5,,2020,Dom bliŸniak
PARTNERZY Nieruchomoœci,"Gdynia Dzia³ki Leœne, Pomorska",1 534 216 z³,11 600 z³,"132,26",1,,,Lokal us³ugowy
,"Starogard Gdañski, Sikorskiego",719 064 z³,7 200 z³,"99,87",1,Parter,2021,Lokal us³ugowy
,"Starogard Gdañski, Sikorskiego",593 136 z³,7 200 z³,"82,38",1,Parter,2021,Lokal us³ugowy
,"Starogard Gdañski, Sikorskiego",456 264 z³,7 200 z³,"63,37",1,Parter,2021,Lokal us³ugowy
,"Starogard Gdañski, Sikorskiego",591 768 z³,7 200 z³,"82,19",1,Parter,2021,Lokal us³ugowy
Tyszkiewicz - Nieruchomoœci,"Gdañsk BrzeŸno, Gen. Józefa Hallera",1 800 000 z³,22 500 z³,80,4,12,2019,Mieszkanie
Pó³noc Nieruchomoœci,Gdañsk £ostowice,660 000 z³,"4 889,98 z³","134,97",4,,2020,Dom szeregowy
Home4.pl Nieruchomoœci,Gdynia Chylonia,559 644 z³,7 450 z³,"75,12",4,Parter,2021,Mieszkanie
PARTNERZY Nieruchomoœci,Gdañsk Sobieszewo,612 000 z³,15 704 z³,"38,97",2,Parter,2021,Mieszkanie
Goodwill & CO.,"Gdañsk Matemblewo, Dolne M³yny",2 190 000 z³,8 725 z³,251,6,,2020,Dom wolnostoj¹cy
Alter Investment,"Gdañsk Wrzeszcz, Partyzantów","258 495,97 z³",15 099 z³,"17,12",1,Parter,2022,Mieszkanie
Kadema Nieruchomoœci,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",350 017 z³,7 020 z³,"49,86",2,3,2021,Mieszkanie
Kadema Nieruchomoœci,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",416 150 z³,"6 533,99 z³","63,69",3,2,2021,Mieszkanie
My Place,"Gdynia Oksywie, In¿. J. Œmidowicza",316 575 z³,9 450 z³,"33,50",2,3,2020,Mieszkanie
Franczyzobiorca Freedom Nieruchomoœci,"Gdañsk £ostowice, Z³ota",330 920 z³,"6 267,42 z³","52,80",2,1,2021,Mieszkanie
My Place,"Gdynia Oksywie, In¿. J. Œmidowicza",314 673 z³,9 565 z³,"32,90",2,2,2020,Mieszkanie
My Place,"Gdynia Oksywie, In¿. J. Œmidowicza",506 112 z³,8 650 z³,"58,51",2,2,2020,Mieszkanie
Franczyzobiorca Freedom Nieruchomoœci,Gdañsk £ostowice,530 000 z³,"6 029,58 z³","87,90",4,1,2021,Mieszkanie
Franczyzobiorca Freedom Nieruchomoœci,Pruszcz Gdañski,499 000 z³,3 615 z³,"138,05",4,,2020,Dom szeregowy
Franczyzobiorca Freedom Nieruchomoœci,Gdañsk £ostowice,396 975 z³,"6 060,69 z³","65,50",3,1,2021,Mieszkanie
Franczyzobiorca Freedom Nieruchomoœci,Sopot Dolny Sopot,225 000 z³,"7 758,62 z³",29,3,,2020,Dom rekreacyjny
TARGO,"Gdañsk Jasieñ, ¯yczliwa 3",752 570 z³,"7 024,83 z³","107,13",5,5,2022,Mieszkanie
TARGO,"Gdañsk Jasieñ, ¯yczliwa 3",277 650 z³,7 500 z³,"37,02",2,4,2022,Mieszkanie
TARGO,"Gdañsk Jasieñ, ¯yczliwa 3",373 325 z³,6 850 z³,"54,50",3,4,2022,Mieszkanie
Franczyzobiorca Freedom Nieruchomoœci,Rotmanka,725 000 z³,"5 488,27 z³","132,10",5,,2020,Dom
TARGO,"Gdañsk Jasieñ, ¯yczliwa 3",481 613 z³,"6 750,01 z³","71,35",4,3,2022,Mieszkanie
TARGO,"Gdañsk Jasieñ, ¯yczliwa 3",435 064 z³,6 800 z³,"63,98",4,3,2022,Mieszkanie
TARGO,"Gdañsk Jasieñ, ¯yczliwa 3",537 273 z³,6 700 z³,"80,19",4,2,2022,Mieszkanie
TARGO,"Gdañsk Jasieñ, ¯yczliwa 3",270 549 z³,6 900 z³,"39,21",2,2,2022,Mieszkanie
TARGO,"Gdañsk Jasieñ, ¯yczliwa 3",276 263 z³,"6 950,01 z³","39,75",2,1,2022,Mieszkanie
TARGO,"Gdañsk Jasieñ, ¯yczliwa 3",345 085 z³,"6 795,69 z³","50,78",3,1,2022,Mieszkanie
TARGO,"Gdañsk Jasieñ, ¯yczliwa 3",361 880 z³,"6 613,30 z³","54,72",3,Parter,2022,Mieszkanie
PARTNERZY Nieruchomoœci,"Gdañsk Przymorze, Maurycego Beniowskiego",625 000 z³,15 289 z³,"40,88",2,Parter,2018,Mieszkanie
Budros,"Gdynia Dzia³ki Leœne, Pomorska 24",1 535 840 z³,11 600 z³,"132,40",1,Parter,2021,Lokal us³ugowy
Budros,"Gdynia Dzia³ki Leœne, Pomorska 26",1 534 216 z³,11 600 z³,"132,26",1,Parter,2021,Lokal us³ugowy
Rekab Nieruchomoœci,"Reda, D³uga",355 000 z³,"4 567,09 z³","77,73",4,1,2020,Mieszkanie
Lokalna Gie³da Nieruchomoœci,"Reda, Bratkowa",410 000 z³,4 100 z³,100,4,,2020,Mieszkanie
Lokalna Gie³da Nieruchomoœci,"Reda, Bratkowa",435 000 z³,4 350 z³,100,4,,2020,Mieszkanie
Home4.pl Nieruchomoœci,Rotmanka,488 640 z³,6 400 z³,"76,35",4,Parter,2022,Mieszkanie
Home4.pl Nieruchomoœci,Gdañsk Stare Przedmieœcie,597 851 z³,"9 650,54 z³","61,95",1,2,2020,Mieszkanie
Home4.pl Nieruchomoœci,Rotmanka,313 723 z³,6 950 z³,"45,14",2,Parter,2022,Mieszkanie
Hexagon Investment Group,"Gdañsk M³ode Miasto, Wa³owa",313 000 z³,9 260 z³,"33,80",2,3,2020,Mieszkanie
Invest Pel,"Gdañsk Jasieñ, Kartuska 420","240 389,10 z³","5 406,86 z³","44,46",2,Parter,2021,Mieszkanie
Invest Pel,"Gdañsk Jasieñ, Kartuska 420","278 764,20 z³",6 270 z³,"44,46",2,2,2021,Mieszkanie
Invest Pel,"Gdañsk Jasieñ, Kartuska 420","197 521,80 z³",7 180 z³,"27,51",1,2,2021,Mieszkanie
Invest Pel,"Gdañsk Jasieñ, Kartuska 420",387 528 z³,"6 013,78 z³","64,44",3,1,2021,Mieszkanie
,"Gdynia Oksywie, Nasypowa",450 000 z³,7 719 z³,"58,30",4,2,2020,Mieszkanie
,"Gdynia Oksywie, Nasypowa",445 000 z³,"7 504,22 z³","59,30",4,1,2020,Mieszkanie
Take Home biuro Developera,"Rumia, Jeziorna",330 000 z³,"5 498,17 z³","60,02",3,2,2022,Mieszkanie
Home4.pl Nieruchomoœci,Gdynia Wzgórze œw. Maksymiliana,1 213 000 z³,12 959 z³,"93,60",4,9,2023,Mieszkanie
Take Home biuro Developera,"Gdañsk Stare Przedmieœcie, ¯abi Kruk",515 125 z³,"9 120,49 z³","56,48",3,1,2020,Mieszkanie
Partner House,"Gdañsk Sobieszewo, Nadwiœlañska",505 500 z³,12 088 z³,"41,82",2,1,2022,Mieszkanie
JMK Development,"Gdañsk Che³m, Madaliñskiego 7",541 741 z³,8 300 z³,"65,27",2,Parter,2021,Mieszkanie
Metrohouse S.A.,"Gdañsk Rêbowo, Jab³oniowa",504 840 z³,7 000 z³,"72,12",3,4,,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",476 240 z³,8 000 z³,"59,53",4,Parter,,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",493 103 z³,8 250 z³,"59,77",4,2,,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",327 065 z³,9 450 z³,"34,61",2,3,,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",468 089 z³,7 832 z³,"59,77",4,2,,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",456 552 z³,7 595 z³,"60,11",4,Parter,,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",449 616 z³,7 596 z³,"59,19",4,2,,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",472 548 z³,7 958 z³,"59,38",4,1,2020,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",353 991 z³,9 350 z³,"37,86",2,2,,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",433 043 z³,9 050 z³,"47,85",2,1,,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",288 184 z³,10 400 z³,"27,71",1,1,,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",480 880 z³,8 000 z³,"60,11",4,Parter,,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",500 052 z³,8 400 z³,"59,53",4,Parter,,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",465 348 z³,7 833 z³,"59,41",4,1,,Mieszkanie
MJMS Nieruchomoœci,"Wejherowo (gw) Bolszewo, S³oneczna",207 500 z³,"4 653,51 z³","44,59",3,2,2021,Mieszkanie
MJMS Nieruchomoœci,"Wejherowo (gw) Bolszewo, S³oneczna",162 900 z³,"4 905,15 z³","33,21",2,Parter,2021,Mieszkanie
Agencja - Orfin Nieruchomoœci,"Gdañsk Przymorze, Prezydenta Lecha Kaczyñskiego",801 078 z³,"11 929,68 z³","67,15",3,2,2021,Mieszkanie
Agencja - Orfin Nieruchomoœci,"Gdañsk Przymorze, Prezydenta Lecha Kaczyñskiego",910 247 z³,"13 241,88 z³","68,74",3,6,2021,Mieszkanie
Agencja - Orfin Nieruchomoœci,"Gdañsk Przymorze, Prezydenta Lecha Kaczyñskiego",1 426 960 z³,"13 506,48 z³","105,65",4,8,2021,Mieszkanie
Pó³noc Nieruchomoœci,Gdynia Pogórze,399 000 z³,3 470 z³,115,6,2,2020,Mieszkanie
Agencja - Orfin Nieruchomoœci,"Gdañsk Przymorze, Prezydenta Lecha Kaczyñskiego",1 032 764 z³,"12 832,55 z³","80,48",4,7,2021,Mieszkanie
Port Poszukiwacze Nieruchomoœci,"Reda, Marynarska",432 000 z³,4 904 z³,"88,09",4,4,2021,Mieszkanie
Agencja - Orfin Nieruchomoœci,"Gdañsk Przymorze, Prezydenta Lecha Kaczyñskiego",1 626 283 z³,"15 010,92 z³","108,34",4,9,2021,Mieszkanie
Agencja - Orfin Nieruchomoœci,"Gdañsk Przymorze, Prezydenta Lecha Kaczyñskiego",1 057 100 z³,"12 381,12 z³","85,38",4,7,2021,Mieszkanie
MJMS Nieruchomoœci,"Wejherowo (gw) Bolszewo, S³oneczna",164 500 z³,"4 808,54 z³","34,21",2,2,2021,Mieszkanie
Hexagon Investment Group,"Gdañsk, Wa³owa","251 275,20 z³",9 518 z³,"26,40",1,3,2021,Mieszkanie
Home4.pl Nieruchomoœci,Gdañsk Wrzeszcz,"718 437,26 z³",11 111 z³,"64,66",3,Parter,2021,Mieszkanie
Partner House,"Gdañsk Morena, Myœliwska",980 500 z³,8 148 z³,"120,33",4,3,2020,Mieszkanie
,"Jastrzêbia Góra, Obozowa",350 000 z³,"6 469,50 z³","54,10",3,,2020,Dom bliŸniak
MBI Prestige Sp. z o.o.,"Gdañsk Maækowy, Starogardzka",279 000 z³,6 975 z³,40,2,Parter,2021,Mieszkanie
MJMS Nieruchomoœci,"Wejherowo (gw) Bolszewo, S³oneczna",206 000 z³,"4 750,92 z³","43,36",3,1,2021,Mieszkanie
MJMS Nieruchomoœci,"Wejherowo (gw) Bolszewo, S³oneczna",209 900 z³,"4 748,87 z³","44,20",2,Parter,2021,Mieszkanie
MJMS Nieruchomoœci,"Wejherowo (gw) Bolszewo, S³oneczna",150 500 z³,"4 900,68 z³","30,71",2,Parter,2021,Mieszkanie
GR Nieruchomoœci,Gdañsk D³ugie Ogrody,980 420 z³,9 400 z³,"104,30",4,6,2019,Mieszkanie
MJMS Nieruchomoœci,"Wejherowo (gw) Bolszewo, S³oneczna",160 500 z³,"4 806,83 z³","33,39",2,Parter,2021,Mieszkanie
Take Home biuro Developera,"Reda, Morska",322 869 z³,6 372 z³,"50,67",3,1,2022,Mieszkanie
MJMS Nieruchomoœci,"Wejherowo (gw) Bolszewo, S³oneczna",240 900 z³,"4 599,08 z³","52,38",3,Parter,2021,Mieszkanie
MJMS Nieruchomoœci,"Wejherowo (gw) Bolszewo, S³oneczna",199 500 z³,"4 650,35 z³","42,90",2,Parter,2021,Mieszkanie
MJMS Nieruchomoœci,"Wejherowo (gw) Bolszewo, S³oneczna",176 900 z³,"4 909,80 z³","36,03",2,1,2021,Mieszkanie
Take Home biuro Developera,"Reda, Morska",516 076 z³,5 724 z³,"90,16",4,12,2021,Mieszkanie
MJMS Nieruchomoœci,"Wejherowo (gw) Bolszewo, S³oneczna",162 900 z³,"4 905,15 z³","33,21",2,Parter,2022,Mieszkanie
Alter Investment,"Gdañsk Wrzeszcz, Partyzantów","183 088,30 z³",13 870 z³,"13,20",1,Parter,2022,Lokal us³ugowy
Take Home biuro Developera,"Reda, Morska",318 729 z³,"6 534,01 z³","48,78",3,2,2022,Mieszkanie
Take Home biuro Developera,"Rumia, Jeziorna",306 985 z³,5 778 z³,"53,13",3,4,2022,Mieszkanie
Dom & House,"Gdañsk Wrzeszcz, Adama Mickiewicza",1 219 904 z³,11 200 z³,"108,92",4,2,2021,Mieszkanie
HANNA!!! Poœrednictwo w obrocie nieruchomoœciami Hanna Lewandowska,"Bielkówko, Wy¿ynna",529 000 z³,"3 306,25 z³",160,4,,2020,Dom bliŸniak
Take Home biuro Developera,"Rumia, Kosynierów",363 719 z³,5 292 z³,"68,73",3,2,2021,Mieszkanie
Budros,"Kowale, Glazurowa",299 260 z³,6 500 z³,"46,04",2,4,2022,Mieszkanie
Budros,"Kowale, Glazurowa",296 958 z³,6 450 z³,"46,04",2,4,2022,Mieszkanie
Dom & House,"Gdañsk Stare Przedmieœcie, Toruñska","543 358,11 z³",12 900 z³,"42,12",2,2,2020,Mieszkanie
Dom & House,"Gdañsk Stare Przedmieœcie, Toruñska","938 127,61 z³",13 584 z³,"69,06",2,5,2020,Mieszkanie
My Place,"Gdynia Oksywie, In¿. J. Œmidowicza",430 700 z³,7 300 z³,59,4,3,2020,Mieszkanie
Budros,"Kowale, Glazurowa",296 958 z³,6 450 z³,"46,04",2,4,2022,Mieszkanie
Budros,"Kowale, Glazurowa",296 958 z³,6 450 z³,"46,04",2,3,2022,Mieszkanie
Budros,"Kowale, Glazurowa",296 958 z³,6 450 z³,"46,04",2,3,2022,Mieszkanie
Budros,"Kowale, Glazurowa",294 656 z³,6 400 z³,"46,04",2,3,2022,Mieszkanie
Budros,"Kowale, Glazurowa",294 656 z³,6 400 z³,"46,04",2,3,2022,Mieszkanie
Budros,"Kowale, Glazurowa","282 574,50 z³",6 450 z³,"43,81",2,4,2022,Mieszkanie
Budros,"Kowale, Glazurowa","282 574,50 z³",6 450 z³,"43,81",2,4,2022,Mieszkanie
Budros,"Kowale, Glazurowa","282 574,50 z³",6 450 z³,"43,81",2,4,2022,Mieszkanie
